Name of State,Name of District,Recharge from rainfall During Monsoon Season,Recharge from other sources During Monsoon Season,Recharge from rainfall During Non Monsoon Season,Recharge from other sources During Non Monsoon Season,Total Annual Ground Water Recharge,Total Natural Discharges,Annual Extractable Ground Water Resource,Current Annual Ground Water Extraction For Irrigation,Current Annual Ground Water Extraction For Domestic & Industrial Use,Total Current Annual Ground Water Extraction,Annual GW Allocation for Domestic Use as on 2025,Net Ground Water Availability for future use,Stage of Ground Water Extraction (%),Date,Stage of Ground Water Extraction
State_5,District_96,150.0457275,31.00190199,27.21498999,12.99130138,192.3622376,27.77582474,168.2476484,21.97264588,36.08926116,244.2317102,36.47162855,30.42463115,52.70786607,27-08-2011,Safe
State_16,District_13,136.5777855,47.26525598,37.83189911,15.95441792,243.1600238,22.13131758,179.9212578,56.88691629,11.30635851,31.80363065,27.92912058,51.44796421,55.35546401,12-09-2011,Safe
State_19,District_94,102.2860501,33.18597403,28.32088847,27.48150897,337.9189085,38.66425196,97.64401163,76.75562383,61.73551341,227.7393825,27.86407604,71.34573604,113.6868228,17-08-2010,Overexploited
State_4,District_87,73.89311679,33.64655292,13.68381013,29.05653617,394.3724792,24.34645452,165.5098357,102.3936069,46.20472907,234.8464994,28.30582464,92.62081744,26.31155554,26-10-2011,Safe
State_3,District_51,140.7430884,95.84866561,32.13516065,16.10288116,379.7466771,20.71169898,275.7569684,78.50675097,43.71842971,241.4246059,20.34727095,8.843758734,104.6550001,18-04-2010,Overexploited
State_17,District_56,97.71673304,55.61968898,35.66527635,23.7507103,380.1597829,27.28924238,62.71335591,63.91621563,26.46417892,32.87683752,38.62251309,95.43693622,48.78328827,25-06-2010,Safe
State_17,District_83,179.9658001,83.10418111,38.15169244,18.29152559,220.6671205,13.65950074,265.8892007,70.45283559,48.70498107,67.77418404,38.86306104,92.13229671,30.64199577,16-11-2010,Safe
State_12,District_62,199.0005406,71.16844489,24.93039258,18.44457337,240.6369642,39.86412819,135.2369504,51.4981328,98.59977582,173.8281907,21.2958844,5.399929218,59.10480094,13-10-2010,Safe
State_14,District_32,162.8641644,74.11410899,32.54639884,11.95248788,311.6906189,10.50385605,274.8781913,140.1842568,36.79787383,35.60399218,43.41225843,36.03211377,49.18147303,25-11-2010,Safe
State_6,District_30,63.57225429,30.53547508,28.027459,10.42390615,376.6575784,35.77940246,285.2199766,87.82661935,63.97339721,43.99397916,22.67379775,81.31433903,91.76420886,19-10-2011,Critical
State_3,District_29,93.30283933,38.73475575,36.88224155,12.20013365,142.5982778,17.31458107,217.7162218,21.743229,79.88381932,78.63735221,39.00372496,61.15765455,66.45893245,22-12-2010,Safe
State_9,District_49,66.36644476,82.94002681,33.34227869,18.90820018,191.2725591,19.29616185,216.1059466,22.52801359,77.42420409,142.7367491,14.8399907,77.90939434,145.5791865,14-01-2010,Overexploited
State_5,District_45,147.5767472,97.66129652,31.03024878,5.728879651,141.7740534,35.42527995,163.1885844,146.4850125,39.58968587,150.098563,16.74806571,71.90333388,145.2614479,02-10-2010,Overexploited
State_17,District_93,164.7786297,41.01405141,19.98097467,27.68122361,283.602559,49.71773863,258.8850561,48.78861588,64.97740752,37.53744701,22.63182578,49.67701131,77.68298499,12-03-2010,Critical
State_14,District_30,188.8512246,41.72550118,10.08074071,8.907092739,191.8902991,41.10869956,290.4031896,124.7290775,88.41382167,67.48079517,33.75495071,4.121804595,123.3613699,14-07-2010,Overexploited
State_3,District_16,115.725852,57.83177062,16.96326701,10.50221692,197.8323558,19.03358529,243.7704501,27.5757892,11.3902685,139.9352481,35.82045942,58.42682021,21.72491031,07-06-2011,Safe
State_1,District_40,185.2063474,98.70722503,14.68264166,17.95690441,121.2747878,17.0409902,205.4841834,139.7511558,49.21609212,160.6669366,25.85424688,4.856665306,91.21550601,16-04-2010,Critical
State_20,District_19,181.6836739,41.51671567,27.9633898,22.75286916,204.9388185,44.64931481,201.698224,133.6742105,30.18460764,62.64837323,13.11356612,60.37267175,116.6288924,15-07-2010,Overexploited
State_1,District_18,97.57935751,52.55775277,34.49032603,7.393226369,358.7489522,27.76735792,262.3674754,94.24211112,44.97690614,117.7451106,24.94538608,80.04108625,48.2026193,25-05-2010,Safe
State_3,District_1,180.3350938,91.31840125,18.52340035,12.94236744,169.9218436,15.48211211,185.3009414,21.16982545,47.43906472,228.968316,37.55070064,58.49917487,27.95232817,16-12-2010,Safe
State_18,District_78,106.3508378,20.23368261,47.56228384,29.21686514,308.5562399,44.48845693,250.9649716,53.51541362,77.20038683,249.7578432,36.83981845,99.70218046,40.26946167,28-02-2011,Safe
State_10,District_47,94.53039118,23.1812772,10.26728517,11.55857417,288.8885035,42.64369412,177.2213138,72.88694416,18.44396852,247.1871801,16.40785653,45.58665002,77.44025133,16-04-2011,Critical
State_3,District_66,147.3611988,68.32573417,40.89204061,12.82625363,359.0453825,49.35625456,65.61106874,79.80833518,56.13255128,223.9683923,10.31135881,74.88274636,85.8282847,17-11-2011,Critical
State_8,District_92,99.25718418,92.59041318,35.00819078,25.91246227,139.6863843,46.38974747,145.9867522,58.69823861,60.77753126,116.8252193,40.11926469,66.72132917,69.51506587,04-08-2010,Safe
State_14,District_94,144.5313122,39.10853283,24.94219204,6.255360792,393.2769881,44.07161355,161.1102394,24.28322287,54.47418432,181.0463443,14.25472666,99.14316916,77.19658972,03-04-2010,Critical
State_18,District_38,141.4747708,57.57134197,12.01955778,16.61532922,274.7885938,12.10297591,85.40431125,96.71656277,75.86859278,121.6502901,13.29396576,71.32190051,81.13054475,17-09-2010,Critical
State_15,District_51,134.5158391,56.03722413,35.09946287,14.49041911,398.6422457,14.17661478,75.6240823,88.1401068,44.54121303,172.6759459,10.10804867,16.40307315,120.026766,29-07-2011,Overexploited
State_2,District_63,107.0629556,57.83770769,25.42454051,12.914669,373.4544178,32.75932777,183.8662374,56.79008261,95.04703573,98.07514361,27.30405304,95.55177064,33.68144675,25-06-2011,Safe
State_10,District_4,132.2749582,69.80157566,47.45068558,12.14248985,166.4551816,31.25916985,71.28590914,24.93687578,53.36230983,163.3644958,30.13055604,66.77772264,119.9635607,12-10-2010,Overexploited
State_2,District_1,139.4728212,57.57950104,31.679603,7.284352622,116.848603,28.31852858,125.736292,149.2972443,61.40925187,145.2268692,35.50656185,5.933823081,109.5215493,29-04-2011,Overexploited
State_17,District_8,131.8530333,55.79745131,47.58606045,12.87064573,176.6917281,25.87157302,236.149244,82.65820429,84.2977741,35.38565848,21.84255363,65.75683058,116.4159052,07-01-2011,Overexploited
State_8,District_29,116.6629179,57.94307363,18.81934774,6.076310068,258.2690947,27.24841939,291.1080449,118.2805514,34.77124953,203.9546388,38.41698866,88.31194067,115.4808902,11-03-2010,Overexploited
State_1,District_55,52.20005856,67.2693953,39.02903641,24.52409659,151.4789101,32.77191737,229.4676451,78.80082456,16.76818259,32.61752309,16.7732743,57.7041862,81.17693605,14-01-2011,Critical
State_9,District_3,138.0592562,62.96059907,34.68996083,14.95569485,150.2379234,10.0830607,298.1563871,25.61213781,73.70055805,94.4943073,43.27960212,35.4019638,47.48202399,06-10-2010,Safe
State_11,District_32,75.26665777,88.33087981,39.57632919,16.09759581,238.7780641,20.42835097,224.5844928,60.24809686,53.471067,31.3032944,32.87393316,82.09096341,89.76175756,29-10-2010,Critical
State_16,District_10,146.3863953,23.95974828,18.58671456,27.33986466,109.9803914,30.73118883,123.4486177,61.61431833,90.68538259,112.7643109,33.35559293,78.25120082,144.537667,12-09-2010,Overexploited
State_7,District_74,163.9016492,86.66536572,36.59978065,21.4513746,136.5664248,38.88864395,218.0131351,128.9858775,98.44120439,43.8953162,18.39101655,54.41821542,96.50833858,15-11-2011,Critical
State_10,District_83,125.0667964,87.51396901,29.92161572,5.201477584,224.7584018,16.9662677,225.5391913,105.0498971,45.91984155,230.9724127,12.96434997,15.43617699,21.43612888,23-11-2011,Safe
State_3,District_34,131.3545497,42.79264172,39.712999,28.57937057,118.9389728,31.87524695,142.9317462,55.80588747,47.38951146,121.4494449,28.58899212,25.09864855,27.76241763,21-09-2010,Safe
State_18,District_97,192.7217839,57.0281564,23.08178577,10.92861165,219.0265169,38.57838736,54.42846265,145.8061941,46.7166342,131.0890705,34.62447808,73.84839722,149.0722464,26-11-2011,Overexploited
State_13,District_87,177.0751042,55.08307908,45.60228102,7.690354619,242.2018798,27.78510632,225.7999462,61.80043821,39.20986988,106.9670519,13.80185835,80.60821654,29.3530267,18-12-2011,Safe
State_7,District_55,187.1354774,37.48078675,13.37205258,24.20320446,235.3799842,11.08324535,55.42502382,149.7704234,80.3518388,168.0513539,48.02137898,27.9265278,25.98587081,28-02-2011,Safe
State_4,District_92,172.0649432,51.74374777,42.28757275,17.5119329,360.7524572,27.97072634,207.7970195,149.5012801,78.30961862,202.5697857,49.21657441,36.79850772,65.89315502,01-08-2010,Safe
State_13,District_32,66.33775128,23.55102177,44.45278503,15.84426415,259.0187365,21.85779551,90.90412219,44.85736731,53.07803835,172.5922835,31.81826782,7.763188525,146.0112364,02-11-2011,Overexploited
State_20,District_50,72.3487784,42.22576582,42.69009245,11.23757699,240.3941387,47.18598431,191.4008819,60.6563451,14.01950947,194.605566,48.00276621,71.34619484,61.42776999,10-04-2010,Safe
State_1,District_7,128.9935696,85.33457404,30.50905577,18.68678725,223.2127736,14.98453543,175.9782563,83.1857458,37.86033714,229.314206,17.1778095,0.35775446,73.28493701,22-04-2010,Critical
State_8,District_93,86.91044882,42.76498414,27.5353992,11.85961513,345.2870135,36.09903822,53.37841058,106.3330872,36.30727419,219.980237,11.01682741,4.654152122,102.430018,04-11-2010,Overexploited
State_14,District_8,121.5043213,85.4565335,49.85049146,27.53957513,368.5169812,12.10879065,140.7164542,88.64616837,82.99785216,178.2928596,11.57638141,0.434406778,23.13453911,09-11-2011,Safe
State_16,District_65,109.1547986,62.52795717,19.16687805,10.38011199,355.9727408,27.84681751,200.2727918,146.027391,17.88180161,77.22035184,33.50049918,64.53195833,136.7092651,20-04-2011,Overexploited
State_14,District_57,132.4121358,90.38901419,31.87503864,27.10887876,302.0639734,32.15917949,262.151638,114.1185914,82.51078411,170.2946272,12.46567534,41.73871277,87.52759228,02-07-2011,Critical
State_12,District_67,162.0313574,65.98236434,36.82702102,18.98513564,141.2085238,21.91819725,272.1605285,47.56583042,70.2265287,141.3382811,48.34182427,29.75467613,80.68541778,22-04-2010,Critical
State_19,District_88,157.3236361,22.37345785,38.03470543,25.71220335,183.0609908,28.20302542,170.9624925,33.66268153,75.91973132,187.7882308,15.67732843,91.27010104,131.8944661,28-03-2010,Overexploited
State_15,District_87,128.1851199,74.0336166,18.16098663,22.8211499,113.8189191,16.54215178,232.1056218,109.4921678,48.89918688,213.2449626,22.18891224,19.28027947,143.8999566,02-07-2010,Overexploited
State_2,District_59,173.3590128,23.58828544,36.15976369,22.41737779,379.2472225,22.16495398,129.1136441,40.59881722,71.17532164,193.3987294,42.90071208,38.93680104,75.04528011,20-08-2011,Critical
State_2,District_72,114.6293137,56.04776152,42.73478266,13.10864519,298.2395589,34.844253,135.5466014,122.3979892,64.81260502,216.2434574,18.74961292,94.03118009,42.41734031,14-06-2010,Safe
State_19,District_54,184.5071435,94.35413556,12.00074307,10.84742329,323.9088653,22.07200223,98.6158798,60.43476674,79.20821757,44.05060214,19.71873834,42.71065628,126.0422051,31-03-2010,Overexploited
State_17,District_67,60.69204051,33.21631515,46.46085173,10.27215569,193.4715219,45.98972314,190.4870275,62.4961242,50.2092851,36.95640841,35.69235823,55.46936856,72.42385476,31-03-2011,Critical
State_20,District_51,193.1990045,51.18978824,11.18016221,26.42979143,353.6960567,35.13627831,128.6410377,21.40379101,52.55430624,86.87012489,21.04344354,8.033686657,141.6209201,26-08-2010,Overexploited
State_10,District_97,148.2039622,78.38882471,24.2388413,25.51067051,177.8809851,27.54596074,71.09272411,111.1314647,67.92186005,228.1465385,18.69790536,79.01663869,143.4868679,18-06-2011,Overexploited
State_6,District_92,107.0111763,90.58068449,10.63252785,16.0143382,100.4931271,11.55027742,221.2515217,34.7250679,19.72697443,211.2050352,20.16710857,42.27587771,34.92777412,10-11-2011,Safe
State_15,District_8,79.57311899,73.67544038,13.08580674,8.310115337,212.9244888,29.98193341,226.9383019,120.4744751,49.26200035,180.2000055,29.62589997,80.05151246,144.3520158,28-12-2011,Overexploited
State_11,District_34,121.8774844,40.65386034,46.44673141,14.5563063,271.2284443,40.59104969,139.9981047,83.94281685,97.47557607,184.1669068,48.64399491,25.37976426,67.87514231,27-02-2010,Safe
State_5,District_35,79.18374848,73.96862823,24.19443323,20.48358635,243.6114574,20.62230392,69.18084986,121.9563759,13.37970881,189.8675032,43.28951766,42.24787506,104.0128273,26-06-2011,Overexploited
State_1,District_96,74.94974116,43.73821129,26.99086122,16.36007886,358.6228428,42.27094279,156.5744294,95.9104501,38.44042506,237.3725941,21.38441058,78.65489364,24.51751063,10-09-2011,Safe
State_8,District_88,142.6027636,77.47433839,18.61377526,24.50473171,131.6215858,20.07227064,160.5838645,30.71632536,38.26988372,213.0820535,24.53492834,97.3877767,135.5549556,06-02-2011,Overexploited
State_12,District_78,128.4627087,96.32265021,33.88383081,29.94057056,266.1470322,42.94985552,217.1677212,119.5348038,67.01177073,167.1458851,28.58049002,5.962552439,103.4076528,10-11-2011,Overexploited
State_12,District_32,150.5144052,77.71147609,33.79212859,9.778302211,253.8938049,13.41073366,128.8540978,29.07393304,19.52203235,176.4573958,49.15718588,81.24561774,103.6620807,28-10-2011,Overexploited
State_5,District_46,189.4408816,89.03044023,24.88801567,16.49127049,184.4178947,44.64734835,220.6498199,82.23122367,66.56896278,77.02285765,16.89561873,30.06890676,137.2829008,03-06-2011,Overexploited
State_7,District_16,129.839032,20.16830745,23.32139487,15.77459755,346.6684338,29.96745804,267.8721354,42.40539784,18.55362166,174.6101415,24.29932414,55.07432809,86.08513274,16-07-2010,Critical
State_4,District_68,137.139808,77.40576998,45.39857233,12.61231332,325.8545968,21.86150358,109.3715106,117.8035731,18.54582827,123.4293827,39.17704376,29.0092265,73.36716325,15-02-2010,Critical
State_6,District_37,63.44395087,86.36700455,25.33136959,9.952387918,319.8577562,20.60453002,294.729889,138.5068596,75.53650215,63.65161153,48.55774937,61.34454726,132.5967378,14-06-2011,Overexploited
State_13,District_54,157.6453679,23.244699,29.74003969,6.642302912,362.8577435,27.28042236,146.5920343,92.03640124,39.17216564,207.4086202,16.22700851,35.38028306,116.5146665,01-02-2011,Overexploited
State_20,District_85,109.985781,89.72781818,21.3321905,27.17798293,316.8353802,49.96197992,116.8146713,88.52914826,97.96806529,142.254362,19.09519817,33.3614891,143.3668364,27-10-2011,Overexploited
State_15,District_14,196.5087858,40.53553826,41.47078013,15.49621744,169.5523875,18.81309574,155.3777956,119.3152155,13.36176428,245.0335092,19.02778698,3.793831294,142.2158461,15-03-2010,Overexploited
State_3,District_95,173.4761023,73.22336816,25.89792628,17.42238796,311.6688135,14.12866596,73.59936898,20.66024569,50.05959973,91.96945798,10.83728118,14.69604059,69.70240139,20-02-2011,Safe
State_8,District_55,128.3721561,84.02839032,30.54444186,27.92355121,192.310844,33.40140675,81.42647663,139.3086235,20.18223439,135.7474247,34.164625,91.70781989,78.10821772,19-10-2011,Critical
State_20,District_48,68.48339813,73.01316104,20.1342868,24.40726194,172.6523951,29.54169866,153.6085117,45.66834622,41.62410701,128.559,36.82812297,99.82774289,53.27804399,06-09-2011,Safe
State_16,District_82,178.912369,27.38278337,49.50638369,8.262531603,121.9010779,30.96785084,240.6111305,147.9354549,99.84002055,56.57149494,34.10103561,78.05205759,105.8842256,01-12-2010,Overexploited
State_13,District_7,169.9671643,67.70572151,21.65982964,19.13549919,323.2085741,36.6774167,275.0780599,115.7130132,89.99582606,123.7453613,12.85291958,28.68126248,67.39045611,25-09-2011,Safe
State_18,District_74,77.68776943,63.96669254,40.82970124,16.05630691,313.3002886,20.68576279,216.2044977,120.6526492,14.3491968,93.26176041,12.76920503,40.24451384,122.1930841,19-11-2011,Overexploited
State_10,District_7,94.29174338,92.02570145,27.09982601,24.93027681,170.3498433,46.42659982,76.30488881,105.3063874,60.69302594,65.2705037,18.41546218,73.95034549,35.8015989,29-07-2011,Safe
State_19,District_33,169.0110887,52.33917837,18.2486962,23.10581369,324.813705,27.42688264,218.0049405,81.31621376,68.30400743,92.07422849,21.61178063,96.85135569,35.13237065,23-10-2010,Safe
State_17,District_23,77.78426698,45.68648777,41.98875056,22.26014305,375.3522649,15.16344781,208.8569802,94.31160014,28.85811616,81.31537208,41.46174624,45.54711707,46.57919958,25-03-2010,Safe
State_19,District_85,187.6628734,79.98806115,23.34427156,13.51362089,132.4086872,39.69195027,251.4409796,26.03237518,23.05950161,191.4961768,16.37561063,82.95224153,30.9579845,15-01-2010,Safe
State_5,District_19,113.6791138,53.01402609,44.6077339,25.12409326,169.7909915,35.7241741,256.3121667,101.1147362,91.39430212,36.77053922,11.76368866,97.50689226,100.604109,14-05-2010,Overexploited
State_9,District_19,63.05584439,71.687694,46.6102874,6.30978239,325.0782382,22.6297361,267.0507689,101.3927533,97.19347973,165.8418045,25.75950031,87.34731711,39.15585958,23-04-2011,Safe
State_12,District_36,172.3622965,71.71600721,44.39295342,8.990622536,182.3520021,34.86074896,153.5328786,135.8561037,99.27035716,197.3454952,26.65568681,22.71497468,40.79517927,25-09-2011,Safe
State_1,District_29,106.0264525,91.04312515,11.40031659,13.39058182,287.3991923,18.79447825,224.4660988,85.73532647,81.07855964,135.7591604,28.03629353,0.803186388,21.84966908,15-11-2010,Safe
State_1,District_60,128.9748791,67.89539219,41.4949338,6.920186027,124.3492673,27.79357437,117.0625897,30.02876863,69.71518625,234.9442956,43.07614176,49.20817054,121.6717019,27-01-2011,Overexploited
State_15,District_82,66.84565166,60.1722888,26.45357866,10.87485694,235.6607437,45.97650089,299.83407,59.80546966,41.1157227,185.733753,13.92021659,53.13608317,125.5984872,24-04-2011,Overexploited
State_2,District_2,50.38760223,31.10970611,44.94891681,25.75377457,321.7274266,15.34136933,93.83356034,105.2318236,25.42584811,194.5432033,38.1576833,20.12503646,41.06291413,02-10-2011,Safe
State_16,District_1,145.6977809,29.25900853,35.51817051,28.70628844,305.9541829,25.467858,52.52860792,51.10365216,17.10825394,73.32536724,23.51782284,28.46743919,116.1381765,03-01-2011,Overexploited
State_8,District_47,127.2762756,32.34572522,43.34572537,12.61505889,344.5216302,42.84569699,87.20217863,56.46861684,72.39677217,201.0050267,22.39920546,76.51531608,76.36086601,02-01-2011,Critical
State_13,District_69,139.0307854,33.74787851,29.97727079,11.6128951,363.235638,48.77963598,243.9680724,126.6609721,80.62510737,213.0608419,47.30172504,47.03472587,51.14733479,15-10-2010,Safe
State_1,District_20,169.0615776,71.03016741,31.40102018,11.99731631,331.9550504,28.15704546,161.6959191,95.96156513,84.38082872,109.4786054,19.93874098,31.73540836,100.779999,13-01-2011,Overexploited
State_16,District_11,146.990887,79.27850002,15.77550529,11.94297718,301.4763229,30.27998481,161.875062,86.10856613,92.2388503,76.93987497,35.70127341,62.26260274,43.20292967,23-11-2011,Safe
State_7,District_2,76.21601642,62.39932183,41.35949435,5.898254555,109.5167475,32.88687847,288.7557299,61.39875568,89.19366073,114.7111494,21.0051103,65.2759756,118.394869,08-04-2011,Overexploited
State_5,District_67,104.1158779,86.3214186,26.77558447,28.17290866,260.490002,47.29392567,279.908727,115.0206447,99.9767145,192.7137532,30.28575531,76.93957768,26.18997958,17-08-2011,Safe
State_3,District_87,185.8836657,99.30105814,30.00320473,10.34245354,111.3093175,44.32827164,127.7986845,57.40339648,31.96576099,121.8805813,41.4517157,15.67092958,144.6870213,13-01-2010,Overexploited
State_12,District_12,165.491705,85.60101033,41.40390856,15.50010185,342.4203451,16.82404498,102.2645322,115.8182573,78.69768537,192.0634125,45.26890094,74.15172523,29.34378298,20-06-2011,Safe
State_16,District_20,133.4955587,75.59058989,33.953816,5.242172069,196.2173573,27.47031271,262.1205525,29.11319243,62.78135611,54.98419902,43.54788961,59.94283921,95.3282945,17-06-2010,Critical
State_19,District_5,88.34674967,62.59941595,18.0439491,26.44887727,268.7288122,28.56001713,276.5047678,132.3903744,33.51206192,207.3225763,33.28722945,5.75718653,137.2852577,27-09-2010,Overexploited
State_5,District_37,95.30907528,55.90824573,33.60930637,23.27893361,183.8335922,41.56384447,185.3992307,84.94364024,98.37147901,85.70564596,19.95265261,77.74456283,21.54758095,11-03-2010,Safe
State_14,District_38,159.7937101,26.75139044,26.30531432,28.66890088,334.7500433,34.1157153,207.3559278,77.00604217,90.81082943,84.7643773,36.44933533,38.30802813,84.80687993,14-11-2010,Critical
State_5,District_94,177.6761391,51.94949987,28.78102168,24.54038698,365.950758,36.16881848,114.2285712,99.4330435,21.56641016,159.8838123,38.39620183,33.03809343,65.50090536,11-01-2011,Safe
State_15,District_9,150.7137004,92.81077094,11.13245098,12.8426628,219.5927483,49.92799631,250.200672,101.1449695,12.35425081,45.42597006,10.4276796,44.80751516,95.44318473,30-03-2010,Critical
State_17,District_98,171.4294964,84.64181039,18.40117398,11.19683397,358.8767181,12.99840174,208.0306071,37.164573,71.94976861,35.78549987,27.56842044,34.61750773,49.30946028,02-12-2011,Safe
State_14,District_53,164.9984203,37.2841092,21.24152326,22.44290769,180.1225022,18.92039294,175.8783778,118.3103667,64.3717566,87.42630636,43.73048171,33.82855922,28.43689824,14-09-2010,Safe
State_20,District_44,72.45559519,57.32862278,38.51840031,14.10281938,260.3982769,26.31583749,65.02713902,55.87067873,94.22340617,148.3748612,29.58350385,80.80776677,101.3712948,05-08-2010,Overexploited
State_5,District_99,113.5917219,85.3378562,10.45969893,19.15537539,357.628429,23.91129612,278.9837406,137.6450444,31.06047584,229.675605,22.45501769,12.45052544,74.19040113,26-03-2011,Critical
State_12,District_86,72.94757012,25.39076438,26.35109045,5.156436776,197.7644028,10.86582245,203.8628551,126.3205862,17.59491531,216.2157388,44.87191084,97.06000679,100.92312,28-06-2011,Overexploited
State_16,District_24,85.28533772,50.99140685,46.96107482,6.547142542,386.2126795,13.67110426,98.17277367,65.0145854,33.32938004,137.8982212,16.2352279,55.49316444,47.37008909,21-05-2010,Safe
State_16,District_81,180.3889437,88.14729895,14.47522466,18.38419853,136.5638505,37.23813166,201.5965292,125.0061081,11.70348765,38.15143861,18.2578093,18.29239984,64.03636418,10-06-2010,Safe
State_7,District_74,120.9337948,52.31182913,30.65697553,19.15179116,105.4825209,45.17297853,219.3658386,66.33076491,13.23034761,147.7556016,37.49489468,13.12154829,93.01858062,01-02-2010,Critical
State_4,District_30,130.3037153,26.20917158,41.4608953,23.78632361,371.2406058,30.56908045,181.4425842,33.12319861,92.33720253,185.055032,24.09743766,59.15095321,97.10466118,01-06-2010,Critical
State_1,District_59,76.76689478,63.40274948,47.7012523,8.299132991,120.5945998,31.56764318,229.5254345,145.045471,41.68149243,104.6161972,38.52067343,63.29994438,68.40092501,17-09-2010,Safe
State_5,District_87,96.84076791,88.93939959,39.87106558,17.82957709,397.5667588,20.20373731,195.363487,104.838262,46.97281009,54.43392672,16.30814485,5.302577103,56.40691673,29-12-2011,Safe
State_10,District_96,84.53692526,67.22284344,38.82262195,9.861191111,385.4190586,40.71505455,286.9423955,79.29293847,11.65344891,91.28494971,20.09076358,24.30019141,55.58108183,06-10-2010,Safe
State_5,District_81,80.92792468,38.10232866,43.05952361,7.329902989,141.106273,40.07178349,63.42426965,71.7105357,34.34696022,199.7495502,16.26589513,79.54619212,42.71091568,12-10-2010,Safe
State_4,District_81,145.694119,50.73916961,27.84804884,15.26239485,261.2753877,33.53462757,76.56142712,62.21169345,82.42533854,107.2736431,48.11641254,4.962462774,62.3026451,02-09-2011,Safe
State_2,District_14,88.53257715,56.00986889,42.2337813,9.083416202,155.4760892,18.50657146,93.41790924,147.5881874,65.39418637,208.635928,26.21615843,85.50886639,45.92724381,26-06-2011,Safe
State_20,District_9,144.8023229,66.34130831,10.31857619,10.54454945,228.4465519,13.88072873,222.5427677,37.51714447,77.8402541,100.2947194,23.4887964,65.81624765,102.3960028,25-08-2011,Overexploited
State_10,District_40,58.76819212,80.74808206,46.98244222,12.9388645,118.4275388,12.56954303,211.3989682,60.92465766,50.24923667,65.98210845,10.56808625,43.44232594,93.97870977,28-05-2010,Critical
State_19,District_66,71.26615903,27.90988941,27.73226038,11.48471002,167.1773763,33.70784267,273.0147151,83.11469324,37.87562996,125.8866391,16.13670318,34.6432849,69.73654708,18-10-2011,Safe
State_1,District_25,91.1810381,91.17216264,32.13520751,7.189782435,208.9818389,43.00141277,233.2193632,82.13994086,53.4529084,129.5003927,26.84543425,1.924896385,62.35790259,08-03-2010,Safe
State_5,District_73,139.5570375,20.98477624,20.19528996,7.247906121,231.5942501,44.33321727,177.0888719,81.27764297,39.07639616,33.54380808,12.7401117,82.52149458,50.88984603,24-07-2011,Safe
State_13,District_22,151.3761868,49.60418677,39.70123331,9.831235381,393.2488775,28.54488297,297.9579481,42.85189606,85.5073987,55.749916,30.42957318,14.2721854,89.60958016,06-10-2010,Critical
State_4,District_4,116.407545,22.1936248,13.06543226,6.263979699,342.3596937,41.37085197,116.526989,38.84122852,36.7906344,70.68372413,28.20061754,30.95419919,139.4573594,19-03-2011,Overexploited
State_16,District_26,116.8686372,51.43793803,44.9054321,20.66142549,321.2229833,47.87520785,258.2979149,53.11978622,69.37872764,54.98920982,40.68672561,56.91069804,109.1413967,03-02-2011,Overexploited
State_16,District_58,158.6775277,62.06500791,43.12467316,12.18316791,261.1123944,21.0068045,156.697593,138.8884,22.32840001,105.1357366,36.39210806,24.59926001,116.7739128,08-05-2010,Overexploited
State_2,District_29,52.37316376,60.93451093,18.64240465,11.99364919,351.9993282,25.91841386,212.1837847,34.69688582,71.81798444,242.2170282,27.83789221,49.71404638,128.4691223,03-12-2010,Overexploited
State_17,District_98,101.1635037,33.25026776,42.37297593,13.29995736,201.7968507,47.2591597,231.8171176,118.4652634,92.19697404,142.0289584,18.986428,80.93428287,65.71254653,27-04-2011,Safe
State_20,District_87,172.8060586,71.65924081,41.45430932,21.56990686,312.6697338,23.52923869,208.4385218,118.4812911,64.77248392,168.0623253,39.07454264,47.05379348,28.17385167,22-12-2011,Safe
State_12,District_37,140.4829115,23.58227604,35.28866391,26.76584704,398.1351926,46.55505161,85.12682578,125.2701525,60.3869842,108.4050253,38.31448414,94.89773441,100.9326444,05-07-2010,Overexploited
State_18,District_75,100.5840699,80.95254561,24.94080708,23.97717331,194.3886727,49.24179449,160.7377527,135.2600136,96.50064412,101.1673076,16.13184642,84.75006204,44.52739786,18-06-2010,Safe
State_3,District_70,185.8287188,95.73155472,20.85995017,23.18823076,302.2052605,36.47242914,190.3595945,54.19470308,66.46568998,35.09228982,46.59007326,33.30392354,93.9756745,15-11-2011,Critical
State_1,District_18,165.8934091,47.18150617,19.27134361,17.10977964,353.2944592,42.67561158,262.2609398,49.192731,33.35953899,140.0734042,12.57620464,39.99621246,116.1363303,17-09-2010,Overexploited
State_1,District_85,89.73431709,61.37915054,22.74435851,22.34513892,374.742275,39.98182257,160.9114372,80.51573665,36.31519215,136.3939815,12.20150836,42.3326727,121.8729793,18-12-2011,Overexploited
State_19,District_42,146.7934756,50.31282224,46.14233774,18.8190592,315.3798073,37.9813703,279.6868262,54.46159194,73.47759783,64.72275976,17.49401671,62.61794529,59.23908563,09-10-2011,Safe
State_11,District_100,139.3626092,20.53683122,13.10563104,10.4062632,185.082377,22.27724292,160.0935558,115.4602986,76.18929345,198.15128,46.37843192,28.67957292,86.61632023,12-07-2011,Critical
State_5,District_41,110.1781871,50.86996023,43.15485105,10.21470919,197.8846455,12.28377352,187.1949648,102.672145,37.31466086,138.3883527,30.79992496,96.92491388,100.7254625,22-05-2011,Overexploited
